# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/RNAseq/reference/BDGP5.25.62/Drosophila_melanogaster.BDGP5.25.62.gtf" "-o" "/mnt/d/RNAseq/counts/all_samples_gene_counts.txt" "/mnt/d/RNAseq/alignment/SRR031708.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031712.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031713.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031720.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031721.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031722.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/RNAseq/alignment/SRR031708.sorted.bam	/mnt/d/RNAseq/alignment/SRR031712.sorted.bam	/mnt/d/RNAseq/alignment/SRR031713.sorted.bam	/mnt/d/RNAseq/alignment/SRR031720.sorted.bam	/mnt/d/RNAseq/alignment/SRR031721.sorted.bam	/mnt/d/RNAseq/alignment/SRR031722.sorted.bam
FBgn0040684	3R	962779	963295	-	517	0	0	0	0	0	0
FBgn0037295	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	976630;979245;991029;991060;991802;992585;992585;992882;992882;995170;995170	977008;979819;991556;992153;992153;992811;992811;992987;992987;995841;995849	+;+;+;+;+;+;+;+;+;+;+	3092	0	0	1	0	0	1
FBgn0037294	3R	985334	986627	+	1294	0	0	0	0	0	1
FBgn0259212	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	998392;999324;999778;999778;999987;999987;1003016;1003016;1003359;1003359;1004446;1006779;1006779;1006779;1006958;1006958;1006958;1007270;1007270;1007270;1008142;1008142;1008142;1009499;1009499;1010001;1010001;1010309;1010309;1011091;1011091;1011091;1013030;1013030;1013030;1027367;1027367;1027367;1027790;1027790;1027790;1028382;1028382;1028382;1028772;1028772;1028772;1028946;1028946;1028946;1042655;1042655;1042655	999717;999717;999899;999899;1002012;1002012;1003232;1003232;1003607;1003607;1006550;1006897;1006897;1006897;1007205;1007205;1007205;1007794;1007794;1007794;1008607;1008607;1008607;1009705;1009705;1010245;1010245;1010363;1010363;1011212;1011212;1011212;1013382;1013382;1013382;1027448;1027448;1027448;1028308;1028308;1028308;1028575;1028575;1028575;1028880;1028880;1028880;1029156;1029156;1029156;1043147;1043147;1043147	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9993	861	906	882	749	964	924
FBgn0041718	3R	1021765	1021885	-	121	0	0	2	1	0	0
FBgn0037296	3R;3R;3R	1043473;1044493;1045067	1044427;1044672;1045168	-;-;-	1237	3	1	1	3	3	3
FBgn0037297	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1045390;1045390;1045641;1045921;1045921;1046258;1046258;1046471;1046471;1047114;1047114	1045855;1045577;1045855;1046192;1046192;1046407;1046407;1047047;1047047;1047270;1047270	+;+;+;+;+;+;+;+;+;+;+	1622	78	90	73	81	114	105
FBgn0037298	3R;3R;3R;3R;3R	1047347;1047347;1047359;1048972;1048972	1048910;1048994;1048868;1049197;1049197	-;-;-;-;-	1851	324	324	301	291	387	347
FBgn0037299	3R;3R	1051882;1053046	1052700;1053248	+;+	1022	147	151	153	129	168	146
FBgn0040208	3R;3R;3R;3R;3R;3R	1053010;1053999;1055429;1055744;1056715;1057779	1053912;1054558;1055550;1056347;1056936;1057940	-;-;-;-;-;-	2573	254	294	275	181	280	238
FBgn0037301	3R;3R;3R;3R;3R;3R	1058268;1058513;1059107;1059515;1061028;1061565	1058448;1058896;1059456;1060960;1061450;1062011	+;+;+;+;+;+	3231	230	253	230	270	313	296
FBgn0087005	3R;3R;3R;3R;3R	1061812;1062472;1062595;1062954;1062954	1062388;1062895;1062895;1063038;1063038	-;-;-;-;-	1086	2	1	0	0	1	1
FBgn0260462	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1063223;1063223;1063935;1063935;1064176;1064176;1065214;1065214;1069560;1077146;1077146	1063878;1063878;1064116;1064116;1064919;1064919;1065341;1065341;1069976;1077468;1077468	-;-;-;-;-;-;-;-;-;-;-	2450	1398	1563	1346	1317	1716	1555
FBgn0053293	3R;3R	1065728;1066362	1066300;1066457	-;-	669	2	0	1	2	3	1
FBgn0037304	3R;3R;3R	1079070;1079597;1080696	1079391;1080641;1081125	+;+;+	1797	2	3	0	1	1	2
FBgn0037305	3R;3R;3R;3R;3R;3R	1081166;1081176;1081404;1081404;1081970;1081970	1081341;1081341;1081660;1081660;1082423;1082423	-;-;-;-;-;-	887	127	142	113	197	223	200
FBgn0086689	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1082763;1090664;1090666;1092475;1092475;1092475;1092843;1092843;1092843;1092985;1092985;1092985;1093184;1093184;1093184	1083843;1091359;1090924;1092754;1092754;1092754;1092923;1092923;1092923;1093124;1093124;1093124;1094197;1094197;1094197	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3292	401	451	406	338	417	390
FBgn0037307	3R	1084193	1084867	-	675	2	3	0	0	0	0
FBgn0037309	3R	1094803	1095232	+	430	11	10	10	12	12	14
FBgn0013576	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1098665;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1099871;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100457;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1100688;1103790;1105331;1106738;1106738;1108387;1112624;1117712;1118362;1118362;1118362;1118362;1118362;1118362;1118362;1118362;1118362;1118362;1118362;1118362;1118362;1118720;1118720;1118720;1118720;1118720;1118720;1118720;1118720;1118720;1118720;1118720;1118720;1118720;1118941;1118941;1118941;1118941;1118941;1118941;1118941;1118941;1118941;1118941;1118941;1118941;1118941;1119352;1119677;1119784;1119784;1119784;1119784;1119784;1119784;1119784;1119784;1119784;1119784;1119784;1119784;1119784;1120028;1120028;1120028;1120028;1120028;1120028;1120028;1120028;1120028;1120028;1120028;1120028;1120028;1120028;1121363;1121363;1121363;1121363;1121363;1121363;1121363;1121363;1121363;1121363;1121363;1121363;1121363;1121363;1121579;1121579;1121579;1121579;1121579;1121579;1121579;1121579;1121579;1121579;1121579;1121579;1121579;1121579;1121869;1121869;1121869;1121869;1121869;1121869;1121869;1121869;1121869;1121869;1121869;1121869;1121869;1121869;1123035;1123924;1123924;1123924;1123924;1123924;1123924;1123924;1123924;1123924;1123924;1123924;1123924;1123924;1124284;1125192;1125192;1125192;1125192;1125192;1125192;1125192;1125192;1125192;1125192;1125192;1125192;1129833;1129833;1129833;1129833;1129833;1129833;1129833;1131433;1131433;1131433;1131626;1131626;1133156;1133156;1133657;1133657;1133666;1138711;1138711;1138711;1138711;1138711;1139660;1139660;1139660;1139660;1139660;1148710;1148710;1148710;1148710;1148710;1149387;1149387;1149387;1149414;1149461;1160127;1160127;1160127;1161436;1175190;1175709;1175962	1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1099804;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100040;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100616;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1100809;1104001;1105630;1106824;1106824;1109077;1113032;1117801;1118563;1118563;1118563;1118563;1118563;1118563;1118563;1118563;1118563;1118563;1118563;1118563;1118563;1118882;1118882;1118882;1118882;1118882;1118882;1118882;1118882;1118882;1118882;1118882;1118882;1118882;1119092;1119092;1119092;1119092;1119092;1119092;1119092;1119092;1119092;1119092;1119092;1119092;1119092;1119483;1119956;1119956;1119956;1119956;1119956;1119956;1119956;1119956;1119956;1119956;1119956;1119956;1119956;1119956;1120577;1120577;1120577;1120577;1120601;1120577;1120577;1120577;1120577;1120577;1120577;1120577;1120577;1120577;1121517;1121517;1121517;1121517;1121517;1121517;1121517;1121517;1121517;1121517;1121517;1121517;1121517;1121517;1121685;1121685;1121685;1121685;1121685;1121685;1121685;1121685;1121685;1121685;1121685;1121685;1121685;1121685;1122357;1122357;1122357;1122357;1122357;1122357;1122357;1122357;1122357;1122357;1122357;1122357;1122357;1122357;1123228;1124211;1124211;1124211;1124211;1124211;1124211;1124211;1124211;1124211;1124211;1124211;1124211;1124211;1124499;1125295;1125295;1125295;1125295;1125295;1125295;1125295;1125295;1125295;1125295;1125295;1125295;1129904;1129904;1129904;1129904;1129904;1129904;1129904;1131569;1131569;1131575;1131692;1131692;1133499;1133499;1133821;1133821;1133811;1139219;1139219;1139219;1139219;1139219;1140027;1140027;1140027;1140027;1140027;1148847;1148847;1148847;1148847;1148847;1149566;1149566;1149566;1149566;1149566;1160420;1160782;1160782;1161626;1175378;1175732;1176165	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9687	789	935	773	553	739	656
FBgn0051538	3R	1101394	1103557	-	2164	4	1	6	1	4	3
FBgn0037310	3R;3R;3R	1125867;1126427;1126690	1126235;1126623;1126911	+;+;+	788	0	0	0	1	1	1
FBgn0037312	3R;3R	1179439;1180283	1180155;1180469	-;-	904	458	425	377	308	364	356
FBgn0037313	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1180822;1180822;1181049;1181049;1181556;1181556;1181725;1181725;1182147;1182147	1180975;1180975;1181272;1181272;1181664;1181664;1181850;1181958;1182467;1182467	+;+;+;+;+;+;+;+;+;+	1042	301	362	297	242	340	295
FBgn0250746	3R;3R;3R;3R;3R;3R	1182734;1182734;1183077;1183077;1183646;1183646	1183005;1183005;1183578;1183578;1183895;1184086	-;-;-;-;-;-	1215	322	384	307	367	474	460
FBgn0037315	3R;3R;3R;3R;3R;3R;3R;3R	1184585;1184585;1185070;1185070;1185701;1185701;1187754;1193643	1185009;1185009;1185272;1185272;1187482;1187482;1187788;1194027	-;-;-;-;-;-;-;-	2830	513	573	560	522	627	544
FBgn0051542	3R;3R;3R;3R;3R	1195262;1195262;1195377;1195377;1196208	1195317;1195317;1196145;1196152;1197136	+;+;+;+;+	1761	0	0	0	0	0	0
FBgn0085306	3R;3R;3R	1195262;1195377;1196208	1195317;1196145;1197136	+;+;+	1754	0	0	0	0	0	0
FBgn0003275	3R;3R	1197488;1197700	1197637;1198119	+;+	570	152	157	180	170	209	171
FBgn0086695	3R;3R;3R	1198314;1199955;1200172	1199897;1200112;1200353	-;-;-	1924	85	94	102	58	81	104
FBgn0037317	3R;3R;3R;3R;3R;3R;3R	1200792;1200792;1201000;1201000;1201709;1201879;1201879	1200938;1200938;1201646;1201822;1201822;1202183;1202183	+;+;+;+;+;+;+	1275	52	65	64	36	55	45
FBgn0041707	3R;3R;3R;3R	1202476;1202476;1202721;1202736	1202672;1202672;1203701;1203701	+;+;+;+	1178	0	0	1	2	1	0
FBgn0001311	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1203815;1203815;1203815;1204319;1204618;1204618;1204618;1204789;1204789;1204789;1205210;1205210;1205210;1206076;1206367;1206367;1207044;1207044;1207044;1209030;1209030;1209030;1209351;1209351;1209351;1210660;1210660;1210660;1211391;1211391;1211391;1218509;1218509;1218509	1204542;1204542;1204251;1204542;1204719;1204719;1204719;1205154;1205154;1205154;1205410;1205410;1205410;1206252;1206543;1206543;1208974;1208974;1208974;1209300;1209300;1209300;1210580;1210580;1210580;1210903;1210903;1210903;1211584;1211584;1211584;1218587;1218587;1218587	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5700	1	5	2	3	8	2
FBgn0037320	3R	1212367	1213413	-	1047	0	0	0	0	0	0
FBgn0011965	3R	1213950	1214022	+	73	0	0	0	0	0	0
FBgn0052861	3R	1216886	1217007	+	122	0	0	0	0	0	0
FBgn0037321	3R;3R;3R;3R;3R	1219650;1219953;1220200;1221245;1221729	1219824;1220115;1220449;1221485;1222910	+;+;+;+;+	2011	252	303	267	234	288	262
FBgn0037322	3R;3R;3R;3R	1223365;1223496;1224090;1224358	1223424;1224036;1224289;1224918	-;-;-;-	1362	1	0	3	5	3	6
FBgn0037323	3R;3R;3R;3R;3R;3R;3R	1226316;1226316;1227229;1227229;1229238;1229726;1229726	1227165;1227165;1227533;1227533;1229595;1229851;1229851	-;-;-;-;-;-;-	1639	0	0	0	0	0	0
FBgn0037324	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1232902;1232902;1233293;1233293;1233810;1233810;1234430;1234430;1234753;1234753;1235338;1235338;1235994;1238117	1233224;1233224;1233448;1233448;1234014;1234014;1234655;1234655;1235267;1235267;1235646;1235646;1236191;1238128	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1944	0	0	0	0	0	0
FBgn0037326	3R;3R;3R;3R;3R;3R;3R;3R	1240275;1242427;1262858;1267848;1280346;1280531;1281024;1281173	1240381;1242620;1263371;1267970;1280459;1280644;1281091;1283322	+;+;+;+;+;+;+;+	3384	0	0	1	0	0	0
FBgn0037325	3R	1251091	1252979	-	1889	1	0	0	0	0	0
FBgn0037327	3R;3R;3R;3R	1284285;1286572;1287796;1289937	1286487;1287732;1288531;1290472	-;-;-;-	4636	1073	1214	986	881	1162	1027
FBgn0037328	3R;3R;3R;3R;3R	1291289;1291522;1291875;1292702;1292791	1291453;1291749;1292103;1292730;1292819	-;-;-;-;-	680	6043	6106	5398	3284	4448	4109
FBgn0037329	3R;3R;3R;3R;3R;3R;3R	1293515;1293563;1293925;1294411;1294411;1294808;1294808	1293871;1294351;1294351;1294752;1294752;1295288;1295261	+;+;+;+;+;+;+	1660	134	137	147	100	119	136
FBgn0037330	3R;3R	1295185;1296234	1296181;1296382	-;-	1146	110	96	72	91	134	131
FBgn0011715	3R;3R	1296639;1297547	1297052;1298476	+;+	1344	307	337	279	238	346	279
FBgn0025825	3R;3R;3R	1298532;1299737;1299888	1299667;1299825;1300320	-;-;-	1658	206	221	191	218	270	231
FBgn0037332	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1300624;1301185;1302028;1302263;1303332;1304626;1304840;1305109;1305355;1305568;1310050;1310452	1301123;1301522;1302184;1303269;1303480;1304764;1305043;1305294;1305504;1305711;1310381;1311115	+;+;+;+;+;+;+;+;+;+;+;+	3970	110	153	105	120	148	162
FBgn0015402	3R	1305871	1309607	-	3737	177	224	186	150	224	184
FBgn0051550	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1311254;1311254;1311957;1311957;1312782;1312993;1313557;1313557;1314254;1314254;1314254;1314866;1314866;1314866;1315089;1315089;1315089	1311902;1311902;1312606;1312606;1312899;1314029;1314029;1314029;1314812;1314812;1314812;1314995;1314995;1314995;1315211;1315211;1315211	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3266	341	406	315	276	361	325
FBgn0051547	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1315227;1315227;1315692;1315692;1316248;1316248;1316424;1316424;1316920;1316920;1317266;1317266;1318376;1318376;1318827;1318827;1324499;1324499;1324665;1327759	1315621;1315621;1315965;1315965;1316359;1316359;1316860;1316860;1317161;1317161;1318317;1318317;1318609;1318609;1319211;1319211;1324592;1324592;1324736;1328424	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3963	2	3	7	3	9	3
FBgn0010399	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1334544;1335909;1336219;1337103;1337737;1338017;1338294;1338578;1338802;1338973;1339826;1340146;1341740;1341934;1348901	1335847;1336165;1336391;1337531;1337949;1338212;1338510;1338738;1338907;1339138;1340028;1340370;1341862;1342200;1349046	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4186	2	0	0	1	2	4
FBgn0010051	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1342862;1353301;1353301;1353760;1353760;1353887;1353887;1354062;1354062;1354927;1354927;1356272;1356272;1356497;1356497;1356710;1356710;1356924;1356924;1357136;1357382;1357382;1358579;1358579;1359609;1359609;1362436;1362436;1362693;1362693;1362875;1362875;1363108;1363108;1363328;1363328;1363807;1363807	1343610;1353641;1353641;1353830;1353830;1354002;1354002;1354866;1354866;1356146;1356146;1356441;1356441;1356652;1356652;1356863;1356863;1357065;1357065;1357162;1358028;1358028;1359070;1359070;1362374;1362374;1362628;1362628;1362815;1362815;1363047;1363047;1363272;1363272;1363753;1363753;1364584;1364584	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9714	680	815	721	613	765	701
FBgn0037336	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1365225;1365225;1367051;1367051;1367276;1367276;1367614;1367614;1367990;1367990;1368140;1368140;1368658;1368658;1369088;1369088;1370469;1370469;1371393;1371915;1371915;1372178;1372178;1373329;1373329	1366960;1366960;1367215;1367215;1367558;1367558;1367924;1367924;1368088;1368088;1368597;1368597;1369017;1369017;1370297;1370297;1370790;1370790;1371464;1372122;1372122;1372456;1372456;1373490;1373490	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5665	362	429	384	348	491	441
FBgn0014342	3R;3R;3R;3R;3R;3R	1374047;1374079;1375315;1375315;1375545;1375545	1374910;1374910;1375484;1375484;1376889;1376889	-;-;-;-;-;-	2379	51	40	50	55	65	76
FBgn0086768	3R;3R;3R;3R	1378545;1378993;1379653;1379851	1378767;1379397;1379789;1380033	-;-;-;-	948	179	250	201	179	213	211
FBgn0037338	3R;3R;3R	1380812;1381981;1382492	1381923;1382434;1383508	+;+;+	2583	62	83	81	88	88	91
FBgn0037339	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1383385;1383385;1383385;1384085;1384089;1384089;1384089;1384221;1384221;1384221;1384221;1385101;1385101;1385101;1385101;1385394;1385394;1385394;1385394;1385797;1385797;1385797;1385797;1386499;1387989;1387989;1387989;1388687;1388687;1388687;1389264;1389264;1389264	1384023;1384023;1384023;1384157;1384157;1384157;1384157;1385041;1385041;1385041;1385041;1385296;1385296;1385296;1385296;1385524;1385524;1385524;1385524;1385915;1385915;1385915;1385915;1387088;1388616;1388616;1388616;1389067;1389067;1389094;1389347;1389347;1389347	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3689	338	343	277	312	428	344
FBgn0037340	3R;3R	1389844;1390128	1390062;1390537	-;-	629	49	48	49	33	67	44
FBgn0037341	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1390593;1390593;1390888;1391810;1391810;1391810;1392189;1392189;1392189;1392667;1392667;1392667	1390746;1390704;1391175;1392120;1392120;1392120;1392607;1392607;1392607;1393157;1393157;1393157	+;+;+;+;+;+;+;+;+;+;+;+	1663	76	68	79	47	60	59
FBgn0037342	3R	1393224	1394332	-	1109	96	113	94	88	101	109
FBgn0041191	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1394618;1394681;1394928;1395122;1395122;1395297;1395297;1395564;1395564;1395750;1395750	1394993;1394761;1394993;1395193;1395193;1395504;1395504;1395693;1395693;1396213;1396213	+;+;+;+;+;+;+;+;+;+;+	1250	293	315	292	224	265	213
FBgn0023023	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1396830;1396830;1396830;1396830;1399975;1399975;1399975;1399975;1400125;1400125;1400125;1400125;1400385;1400385;1400385;1400385;1400635;1400635;1400635;1400635;1400963;1400963;1400963;1400963;1401158;1401158;1401158;1401158;1401501;1401501;1401501;1401501;1401897;1401897;1402758;1402758;1403315;1403315;1403315;1403619;1403619;1403619;1403619;1404160;1404160;1404160;1404160	1396953;1396953;1396953;1396953;1400062;1400062;1400062;1400062;1400188;1400188;1400188;1400188;1400575;1400575;1400575;1400575;1400711;1400711;1400711;1400711;1401097;1401097;1401097;1401097;1401220;1401220;1401220;1401220;1401647;1403550;1401647;1401647;1402135;1402135;1402981;1402981;1403550;1403550;1403550;1404092;1404092;1404092;1404092;1404913;1404913;1404913;1404913	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4020	66	101	79	81	138	108
FBgn0037344	3R;3R;3R;3R;3R;3R	1405866;1406104;1406295;1406446;1410894;1413243	1406027;1406232;1406362;1410400;1413173;1414097	-;-;-;-;-;-	7449	1159	1400	1212	862	1189	1024
FBgn0037345	3R	1414595	1415425	+	831	41	53	32	57	69	57
FBgn0014366	3R	1415323	1417180	-	1858	154	187	166	161	222	165
FBgn0015324	3R;3R;3R;3R;3R;3R;3R;3R;3R	1417453;1417486;1417651;1418290;1418290;1418581;1418581;1418969;1418969	1417552;1417760;1417760;1418502;1418502;1418907;1418907;1420429;1420429	+;+;+;+;+;+;+;+;+	2309	1193	1409	1343	1278	1575	1407
FBgn0250753	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	1421086;1421591;1421591;1421591;1421591;1421591;1421595;1422583;1422583;1422583;1422583;1422583;1422583;1422583;1422994;1422994;1422994;1422994;1422994;1422994;1422994;1423494;1423494;1423494;1423494;1423494;1423494;1423494;1423926;1423926;1423926;1423926;1423926;1423926;1423926;1424666;1424666;1424666;1424666;1424666;1424666;1424666;1424838;1424838;1424838;1424838;1424838;1424838;1424838;1425760;1425760;1425760;1426010;1426010;1426210;1426737;1426737	1421844;1421844;1421844;1421844;1421844;1421844;1421844;1422925;1422925;1422925;1422925;1422925;1422925;1422925;1423237;1423237;1423237;1423237;1423237;1423237;1423237;1423659;1423659;1423659;1423659;1423659;1423659;1423659;1424064;1424064;1424064;1424064;1424064;1424064;1424064;1424766;1424766;1424766;1424766;1424766;1424766;1424766;1425086;1425086;1425086;1425086;1425086;1425312;1425086;1425889;1426030;1426288;1426468;1426468;1426288;1426891;1426891	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3091	1965	2421	2153	2347	2954	2761
FBgn0082961	3R	1421923	1422062	-	140	0	1	1	1	1	0
FBgn0082962	3R	1422082	1422231	-	150	0	1	2	1	1	3
FBgn0082978	3R	1422248	1422380	-	133	1	2	1	4	1	1
FBgn0082979	3R	1422419	1422553	-	135	1	0	1	1	2	0
FBgn0082954	3R	1423318	1423461	-	144	0	1	0	0	1	1
FBgn0086662	3R	1423737	1423879	-	143	0	0	0	2	1	3
FBgn0082988	3R	1424145	1424288	-	144	1	0	0	0	1	4
FBgn0082989	3R	1424360	1424499	-	140	0	0	0	1	0	0
FBgn0037347	3R;3R;3R;3R	1427155;1427455;1427636;1428712	1427391;1427584;1428652;1428909	+;+;+;+	1582	80	102	76	84	98	91
FBgn0261004	3R;3R;3R	1428949;1430163;1432052	1430097;1431995;1432244	-;-;-	3175	390	471	423	397	546	526
